naedere,nadere
tichelen,tichel
omkeeringe,omkering
geruste,geruste
verwerren,verwarren
insamelen,inzamelen
verheerlickt,verheerlijkt
maachath,maachath
voortgaet,voortgaat
verwoeste,verwoeste
flae,sla
hebber,heer
uytstort,uitstort
petra,petrus
bestrydingen,bestrijdingen
nedergelaten,nedergelaten
gebueren,geburen
epiph,epif
verhief,verhief
cromme,kromme
wisselaers,wisselaars
vliege,vlieg
ysere,heere
hoereerde,hoereerde
vate,vat
ontmoete,ontmoete
geeft,geef
ierusa,jerusa
aengetrocken,aangetrokken
klaeuwe,klauwen
sardonyx,sardonix
hetiten,hethieten
planeten,planeten
onheyligh,onheilig
karren,karren
klopte,klopte
omkeerden,omkeerden
ls,de
murmureren,murmureren
gedencket,gedenkt
kinderen,kinderen
wordet,wordt
anderhalve,anderhalve
opgancks,opgangs
aenstaken,aanstaken
gemeyne,gemene
egyptenlant,egypteland
aerdboden,aardbodem
wijnstocken,wijnstokken
eeuwige,eeuwige
aensloegh,aansloeg
goetdadicheden,goeddadigheden
wagens,wagenen
spijstse,spijst
verberge,verberge
medicijne,medicijn
druppet,drupt
kinder,kind
pilha,pilha
versamelden,verzamelden
antwoorder,antwoord
verborgenheyt,verborgenheid
warender,waren er
bladen,bladen
onbandige,onbandige
spaert,spaar
besetenen,bezetenen
opkomt,opkomt
azazia,azaria
beschermende,beschermende
duyvelen,duivelen
stamper,stamper
blasende,blazende
sardis,sardis
storte,stort
vermilioen,vermilloen
adderen,adderen
begaet,begaat
slechts,slechts
uu,nu
selomi,selomi
molada,molada
kene,en
cranck,krank
dancken,danken
verblydt,verblijdt
gerichtes,gericht
ishod,ishod
rey,en
obed,deed
murmureringe,murmurering te
verweckten,verwekten
iaddai,jaddai
dertichste,dertigste
ghedachtigh,gedachtig
scherpte,scherpte
costelicke,kostelijke
toehoorder,toehoorder
eenes,een
voeddese,voedde
toogh,toog
verworpt,verwerp
aflesen,aflezen
so,de
aenbidders,aanbidders
versoecke,verzoeke
erfdeelen,erfdelen
geselschap,gezelschap
nazareners,nazarener
plunderen,plunderen
schickingen,schikkingen
verciersel,versiersel
hizkia,hizkia
vergeselschappen,vergezelschappen
houwen,houwen
sluypt,sluipt
hali,hali
toesloot,toesloot
verslagene,verslagenen
vlytigen,vlijtigen
afmaeyen,afmaaien
lene,leune
pincxsteren,pinksteren
gaba,gaan
bathen,bathen
cherea,cherea
pijnigen,pijnigen
askeloniten,askelonieten
esekia,esekia
overwinnt,overwint
offerens,offeren
stinckt,stinkt
getuyges,getuigen
elck,elk
bleven,bleven
gedalia,gedalia
spouwen,bouwen
sitrai,sitrai
verbraken,verbraken
snijde,snijde
onbestraffelicke,onbestraffelijk
doortrock,doortrok
nedergebracht,nedergebracht
linnene,linnen en
palal,palal
drijvet,drijft
begonmen,begon men
geroostet,geroost
omswerven,omzwerven
bieden,bieden
woonde,woonde
zegen,een
beests,beest
vorderen,vorderen
d,en
verstijfde,verstijfde
tieren,tegen
bekleeden,bekleden
edelste,edelsten
hoofdes,hoofds
trof,trof
hagab,hanan
opsprake,opspraak
erkentenisse,erkentenis te
iethream,jithream
onderwijse,onderwijs
horen,horen
bestelt,gesteld
alsulcke,alzulke
ontweeck,ontweek
kehath,kohath
mestet,mest
bedwelmt,bedwelmd
scheuten,scheuten
birsa,bera
arms,naams
brekende,brekende
et,het
luyden,lieden
maar,daar
voleyndt,voleind
ingravinge,ingraving
opgeschoten,opgeschoten
ghenoemt,genoemd
straften,straften
waken,waken
achaja,achaje
wanneerder,wanneer er
afgodt,afgod
droevich,droevig
radt,dat
hoewel,hoewel
vooraensittingen,vooraanzittingen
omloopt,omloopt
iosta,josia
mashith,mashith
verstickte,verstikte
seepe,zeep
hulperen,helperen
haroditer,harodiet
mantel,mantel
dopte,doopte
uytleydde,uitleidde
opsluyten,opsluiten
inbrekinge,inbreking
pulver,pulver
parvaim,parvaim
prickelen,prikkelen
verkiese,verkies
dit,de
vyandschappen,vijandschappen
beddewerck,beddewerk
bolle,bol
geslaghen,geslagen
smal,smal
seventigh,zeventig
ontferminge,ontferming
stijven,stijven
zegelen,zeggen
frontieren,frontieren
wassen,wassen
verdruckers,verdrukkers
bitterheyt,bitterheid
eseboniten,esebonieten
horon,hoop
werpet,werpt
rouwklagen,rouwklagen
sommighe,sommigen
onderstutt,onderstut
opbouwinge,opbouwing
heerlicken,heerlijke
loof,voor
ionathas,jonathas
capernaum,kapernaum
schouwder,schouder
voortstouwen,voortstuwen
onuytsprekelicke,onuitsprekelijke
ioab,joab
ruggen,ruggen
gedolven,gedolven
jaren,jaren
maken,maken
woester,woest
koz,tot
gehadt,gehad
omringhden,omringden
omgekeert,omgekeerd
verbitteringe,verbittering
wrong,vroeg
vellen,vellen
onervaren,onervaren
krijt,krijt
gheroep,geroep
levijts,leviet
bevriest,bevriest
offer,over
sekers,zekers
reseph,resef
kus,kus
moget,moogt
ophielt,ophield
derdendeel,derde deel
thirsa,thirza
brulle,brul
vloo,vlo
lieden,ulieden
asima,asima
voordert,vordert
gamul,gamul
onmacht,onmacht
pallu,pallu
holle,holle
overloopen,overlopen
goetvinden,goedvinden
ontsagh,ontzag
verwecken,verwekken
wederkeerden,wederkeerden
adoram,adoram
overleveren,overleveren
volle,volle
optogen,optogen
behoeven,behoeven
toornis,toorn
werde,worde
benevens,benevens
ahimoth,ahimoth
geene,geen
vermeldet,vermeldt
vermaende,vermaande
verhoedende,verhoedende
als,als
misam,misam
vijftien,vijftien
accad,accad
louter,louter
kruymkens,kruimkens
machtighe,machtigen
gereyckt,gereikt
najoegen,najoegen
wange,wang
horselen,horzelen
ordentlick,ordentelijk
beltsazar,beltsazar
vernieuwde,vernieuwde
zeri,zes
benemen,benemen
reyne,rein
sephi,sefi
tegel,tegen
geslachtes,geslachten
sack,zak
lechi,lechi
reycken,reiken
snellen,snellen
ladans,ladan
jaloers,jaloers
beslotenen,beslotene en
to,tot
vernomen,vernomen
voorhooftciersel,voorhoofdsiersel
myrthen,mirten
verlosser,verlosser
voornamelick,voornamelijk
gewelf,gewelf
oprees,oprees
heylighen,heiligen
cherubinen,cherubijnen
medan,dedan
zemari,zemariet
kijckt,kijkt
versoeckende,verzoekende
murmureerden,murmureerde
spijsde,u spijsde
smaragd,smaragd
gesterckt,gesterkt
gedult,geduld
spijsight,spijzigt
vastendach,vastendag
ontmoette,ontmoette
gehoorsaem,gehoorzaam
bevele,bevel
uytworp,uitworp
nederwierp,nederwierp
palmboomen,palmbomen
moeden,morgen
nutten,nuttigen
huys,huis
naeder,neder
schudt,schudt
overreden,overreden
gehaest,gehaast
reysde,reisde
getrouwde,getrouwde
bevolen,bevolen
verduysteren,verduisteren
overleggingen,overleggingen
gelaet,gelaat
helkai,helkai
tyrannus,tyrannus
vernieldense,vernielden
schotels,schotels
leugentale,leugentaal
hasadja,hasadja
wannen,wanners
ebed,deed
vet,en
arbiter,arbiet
cyrenen,cyrene
lothan,lotan
knorren,knorren
uytgevoert,uitgevoerd
daerop,daarop
wijnstock,wijnstok
rijd,rij
kleedden,keerden
weder,der
predickte,predikte
sy,in
zarchi,zarchi
gesalfden,gezalfde
smeedt,smeed
el,en
ithma,jithma
afdwalingen,afdwalingen
heelde,heelde
stiert,bestiert
schilderien,schilderijen
habor,habor
ararat,ararat
genietinge,genieting
scheldet,scheld
bemuerde,bemuurde
nademael,nademaal
strijcken,strijken
woestheyt,woestheid
stercksten,sterksten
vloeckte,vloekte
loofde,hoofd
dienstmaeghd,dienstmaagd
ongemenght,ongemengd
dorpelen,dorpen
achtien,achttien
voet,het
burgers,burgers
joncxken,jongsken
wreke,wreke
verkondigt,verkondigt
kleve,kleef
overige,overige
tegenredenen,tegenredenen
verlustigen,verlustigen
sondigden,zondigden
drooch,droog
brasserye,brasserij
biztha,biztha
wachters,wachters
moeyten,moeite
stortede,stortte
gads,gad
apollos,apollos
overschaduwde,overschaduwde
verheuget,verheugt
onbarmhertigen,onbarmhartige
aensit,aanzit
potiphera,potifera
clam,kwam
nedergelegen,nedergelegen
andere,anderen
vermocht,vermocht
reynigende,reinigende
uytwerpen,uitwerpen
helpen,helpen
stommen,stomme
ploeger,ploeger
toppen,toppen
aenname,aannam
verspieders,verspieders
verwonderden,verwonderden
nedersien,nederzien
ploegers,ploegers
lieder,ulieder
doorne,doorn en
voorgenomen,voorgenomen
ontvliedt,ontvliedt
lovende,lovende
viervorst,viervorst
goede,goede
voordere,verdere
opwaerts,opwaarts
bouw,zou
gesmeeck,gesmeek
ondertrouwt,ondertrouwt
waerschouwen,waarschuwen
sliep,sliep
naeverwant,na verwant
dwale,afdwale
gordijne,gordijn
betuyge,betuig
scheepken,scheepje
acram,acram
dracht,dracht
vijgeboombladeren,vijgeboombladeren
snijt,snijdt
bathseba,bathseba
verstoutende,verstoutende
opwoeg,opwoog
baal,naar
toeloopende,toelopende
altoos,altoos
loocks,look
naespeuren,naspeuren
sterf,stierf
afslaen,afslaan
ingeworpen,ingeworpen
beoorloghde,beoorloogde
meara,meara
woeden,worden
knechtkens,knechtjes
ontfarmingen,ontfermingen
rakende,rakende
raeuw,rauw
adoniram,adoniram
tienden,tienden
onderdruckinge,onderdrukking
bekleedet,bekleedt
platten,platten
hear,maar
herodi,herodias
cleets,vlees
asa,was
treckende,trekkende
afstaen,afsta
dorre,door
vaheb,waheb
opmerckinge,opmerkingen
schacht,schacht
schreyt,schreit
schuldich,schuldig
jongens,jongens
regene,regene
mahela,mahela
striemen,striemen
tekel,tekel
nebuschasban,nebuschazban
gewinnen,gewinnen
lese,leze
oogsts,oogstes
beneden,beneden
buydel,buidel
metselaren,metselaren
toegekeert,toegekeerd
adam,dat
simons,simons
sommige,sommigen
handele,handele
wederkeere,wederkere
beswooren,bezworen
iuhel,juhel
hielt,hield
amori,amoriet
besorginge,bezorging
vyere,vure
opseylen,opzeilen
getelde,getelden
uytgegaen,uitgegaan
belast,belast
beschimpende,beschimpende
ghelaten,gelaten
koye,kooi
armageddon,armageddon
vaderlick,vaderlijk
habaia,habaja
pansiers,pantsiers
ree,een
uytgaet,uitgaat
marmoth,marmoth
prijs,prijs
schroemen,schromen
doodden,doodden
hoedanich,hoedanig
uytgeropen,uitgeroepen
induycken,induiken
verneemt,verneem
uytgestelde,uitgestelde
ryden,rijden
geringe,gering
verdorre,verdor
beroeret,beroert
verhadt,verhardt
voorsten,voorzien
emmer,emmer
strijder,strijd
vertreck,vertrek
verkondiger,verkondigde
achim,achim
vermenichvuldigen,vermenigvuldigen
gelijckenisse,gelijkenissen
oprechtte,oprichtte
godtloosheden,goddeloosheden
verdaen,verdaan
toegemaeckt,toegemaakt
zepho,zefo
verdort,verdort
ruth,ruth
chesed,chesed
saron,saron
verstijft,verstijfd
geheelen,gehelen
klaptense,klapten
verweckte,verwekte
rumoer,rumoer
versteken,verstoken
sprecken,spreken
suchtens,zuchtens
kiriath,kirjath
uytstellen,uitstellen
voordeel,voordeel
moets,met
mochtmen,mocht men
bigvai,bigvai
geyte,geit
track,trok
ey,ei
darium,darius
steenen,stenen
tweemael,tweemaal
elidad,elidad
leedts,leed
tederen,tederen
iabins,jabin
onbetamelijck,onbetamelijk
troetelkint,troetelkind
roockende,rokende
gekoren,gekozen
uytgeteert,uitgeteerd
neygen,tegen
ongedeckten,ongedekten
bedan,bedan
kiest,kies
kidrons,kidron
gemurmel,gemurmel
geschiedd,geschiedde
gerichtet,gericht
swackste,zwakste
memphis,memfis
geswel,gezwel
sterven,sterven
aert,der
verkloeckte,verkloekte
verbrijselen,verbrijzelen
gelatene,gelaten
puts,put
nicolaum,nicolaus
wachteden,wachtten
nauwelick,nauwelijks
messen,messen
alammelech,allammelech
onstuymige,onstuimige
hiviten,hevieten
vertoeft,vertoefd
alleenlick,alleenlijk
volcht,volgt
aldus,aldus
schilt,schild
verlorene,verlorene
oorlooghde,oorloogde
hinnom,hinnom
sittet,witte
broeden,broeden
bescheydenen,bescheidenen
donderslagh,donderslag
oren,waren
suysens,suizens
onderpant,onderpand
meelbloeme,meelbloem
nauwlijcks,nauwelijks
hoogenpriesters,hogepriesters
achtervolgende,achtervolgens
geder,geder
liefelicken,liefelijken
vervloten,vervloten
overschrijven,overschrijven
welgevallen,welgevallen
onversettelijck,onverzettelijk
droevigen,droevige
instellingen,instellingen
distelen,distelen
komen,komen
genagelt,genageld
roeyden,roeiden
afkeerige,afkerige
uytdoe,uitdoe
dats,dit
ingaen,ingaan
ioahaz,joahaz
asara,asara
thalmai,thalmai
verheffinge,verheffing
dionysius,dionysius
spreucke,spreuk
sochten,zochten
nedersat,nederzat
carchemis,karchemis
vinde,vind
rijdet,rijdt
sotai,sotai
waeom,waarom
storten,storten
gideon,gideon
tanden,tanden
gedachten,gedachten
opent,open
hondert,honderd
stede,stede
tweetongich,tweetongig
ondervragen,ondervragen
regeerders,regeerders
candelaers,kandelaars
wijngaert,wijngaard
vergelder,vergelden
getwist,getwist
gewacht,u gewacht
iobab,jobab
kruyden,kruiden
haestet,haaste
geslagen,geslagen
iesebeab,jesebeab
veertichste,veertigste
afscheyden,afscheiden
ampt,met
sadelde,zadelde
bedienaers,bedienaars
amarja,azarja
mizraim,mitsraim
berouwdet,berouwde
ingehouwen,ingehouwen
bemachtighde,bemachtigde
krielen,krielen
rase,raas
onwijse,onwijze
molech,molech
behoedde,behoedde
deurwachters,deurwachters
snelheyt,snelheid
bedrijve,bedrijve
breedt,breed
begeerlicke,begeerlijk
vesten,vorsten
egypti,egypte
eleph,elef
onwanckelbaer,onwankelbaar
halsterrigen,halsstarrigen
jesu,jezus
tsilver,zilver
maleachi,maleachi
auml,al
lidtmaten,ledematen
piltai,piltai
rogels,rogel
weygeren,weigeren
aendachtelick,aandachtelijk
cruysten,kruisten
weefden,weefden
verbreyt,verbreid
ganscher,ganser
soudt,zoudt
voorsetten,voorzetten
afvalt,afvalt
harhoja,harhoja
navel,navel
opnamen,opnamen
slanghe,slang
pura,pura
guychelaers,guichelaars
vliede,ulieden
nun,en
omtuynt,omtuind
hanani,hanani
platen,platen
droochten,droogten
megiddon,megiddon
mannelick,mannelijk
doorkent,doorkend
gifte,gift
verdelgde,verdelgde
raest,raast
toesiet,toeziet
gesouten,gezouten
parvarim,parvarim
uytroeye,uitroeie
winckelen,winkelen
wechnemen,wegnemen
verstaelt,verstaald
vulde,vulde
volbracht,volbracht
spruyt,spruit
uytgeputt,uitgeput
light,ligt
steylte,steilte
toegeworpen,u toegeworpen
mibsar,mibzar
nieuwer,nieuwe
berotha,berotha
bewassen,bewassen
ondervraeghden,ondervraagden
scheerders,scheerders
wechrapen,wegrapen
volckeren,volk eren
belasten,belasten
meeninge,mening
wier,wier
breucken,breuken
bestendige,bestendige
selven,zelven
schelach,schelah
afsonden,afzonden
aenporde,aanporde
verstooringen,verstoringen
venijn,venijn
verledigen,verledigen
kennet,kent
werck,werk
nootwendige,noodwendige
onsienlicke,onzienlijke
achbor,achbor
scherpten,scherpte
ahohiter,ahohiet
schreefse,schreef ze
wachtende,wachtende
kroonen,kronen
melcks,melk
offervleesch,offervlees
assir,assir
onwijs,onwijze
openstaen,openstaan
vyers,vuurs
handtschrift,handschrift
begaeft,begaaft
kluyten,kluiten
rasen,razen
klapper,klapper
gemeldet,gemeld
webbe,web
apen,en
beweegborst,beweegborst
westwaerts,westwaarts
groens,groens
vangen,vangen
huppelden,huppelden
slachtede,slachtte de
regeringe,regering
twistende,twistende
hoochsten,hoogsten
pot,het
voorder,verder
claerder,klaarder
amana,amana
smeltende,smeltende
gewentelt,gewenteld
zebuloniter,zebuloniet
gethiter,gethiet
geloove,geloof
vergheven,vergeven
verstelt,verstel
derven,derven
voegde,voegde
bereycken,bereiken
worstelingen,worstelingen
belijdt,belijdt
hariph,harif
sieckten,ziekten
alhoewel,alhoewel
bekrachtight,bekrachtigd
toelate,toelate
ghedencke,gedenke
verblyde,verblijde
gevlochtene,gevlochten
aentrock,aantrok
darkon,darkon
tradet,traadt
kever,kever
naroepe,u naroepe
verdwijnt,verdwijnt
gesmeeckt,gesmeekt
bedads,bedad
verkeeren,verkeren
wechgevoerden,weggevoerden
tiberias,tiberias
bacchu,bacchu
saneballat,sanballat
spreect,spreek
behulpselen,behulpselen
drom,drom
piepen,piepen
mahath,mahath
buytenste,buitenste
vanvele,van vele
onbloott,ontbloot
ontschuldigende,ontschuldigende
verdringet,verdringt
eedts,eeds
roock,rook
betsura,bethsura
stryde,strijde
omringense,omringen
breydde,breidde
vals,als
leeder,ladder
gebouw,gebouw
bestreedt,bestreed
nagelatene,nagelatenen
voerdese,voerde
versegelen,verzegelen
toegedaen,toegedaan
berouwde,berouwde
waersegsters,waarzegsters
wetenschap,wetenschap
afschricken,afschrikken
suygende,zuigende
aenhanght,aanhangt
netten,netten
gemeene,gemene
afgaen,afgaan
spotrede,spotrede
bath,bath
onbewoont,onbewoond
begiften,begiftigen
vremdelingh,vreemdeling
aengedreven,aangedreven
pison,pison
gemeenten,gemeenten
vriendelicke,vriendelijke
traden,traden
offeret,offert
overtredens,overtredens
turkoys,turkoois
ingetrocken,ingetrokken
chittim,chittim
gibeoniten,gibeonieten
dappere,dapper
sangerssen,zangeressen
kromme,kromme
wijndruyven,wijndruiven
begroeft,begroeft
hangt,want
reucks,reuks
ingewant,ingewand
konstenaer,kunstenaar
noach,noach
overwinninge,overwinning
opwegingen,opwegingen
chaseleu,chasleu
onderwijsinge,onderwijzing
roofde,geroofde
apherema,aferema
kneeden,kneden
weynige,weinige
verberginge,verberging
herre,herre
voorwetenschap,voorwetenschap
zijde,zij
omkeeringen,omkeringen
malchia,malchia
felle,felle
dorheyt,dorheid
trofse,trof
elamiten,elamieten
verlichteden,verlichtten
ghesonden,gezonden
soham,soham
uytkomen,uitkomen
vergelijckinge,vergelijking
dedense,deden
huerde,huurde
merchs,mergs
gereynigt,gereinigd
asadie,asadia
schovense,schoven
seja,seja
jaere,jaren
verloste,verloste
tooch,toog
kumi,kumi
judith,judith
sem,den
dientse,dient
nopende,nopens
rijcke,rijk
verdorvenheyt,verdorvenheid
schijnt,schijnt
wolf,woud
mamuch,manuch
rimmono,rimmono
heerlickheden,heerlijkheden
storven,stierven
vercochten,verkochte
betastet,betast
verklaerde,verklaarde
gelost,gelost
sloecht,sloegt
eenen,een
verachte,veracht
wanckelt,wankelt
deedt,deedt
wederspannich,wederspannig
ismaja,jismaja
bezaeye,bezaaie
ozni,ozni
hebbet,heb het
heft,met
verlaten,verlaten
sodoma,sodoma
steunt,stelt
linus,linus
kemelinne,kemelin
hieven,hieven
totten,tot den
genaken,genaken
verswackt,verzwakt
stierman,stuurman
haggija,haggija
gekeeret,gekeerd
amptlieden,ambtlieden
voorsichtigh,voorzichtig
lijdens,lijdens
geboorten,geboorten
besnijden,besnijden
voertse,voert
liets,lieds
afgevallen,afgevallen
wijders,wijders
uytdeylt,uitdeelt
geleert,geleerd
ii,en
verpanden,verpanden
zade,zal
inbreker,inbreker
arom,arom
iongelingen,jongelingen
komt,komt
yvert,over
beval,beval
gestort,gestort
kruypenden,kruipende
aenspreken,aanspreken
manahath,manahath
veynsden,veinsden
vijftich,vijftig
rinck,ring
neygden,neigden
brieven,brieven
houts,huis
manathiten,manathieten
mij,mij
amassai,amassai
spijset,spijst
rusteden,rustten
nawandelden,nawandelden
opweckt,opwekt
schandelijck,schandelijk
dochtenen,dochteren
verleyders,verleider
toevloeyen,toevloeien
afgedaen,afgedaan
ouderen,ouders
ledichden,ledigden
lit,lid
vlade,vlade
beleedigt,beledigt
getergt,getergd
diensthuyse,diensthuis
vluchtede,vluchtte
opricht,opricht
aldersterckste,allersterkste
sooder,onder
lustich,lustig
opgeset,opgezet
gebrokenen,gebroken
genese,geneze
vijfsten,vijfden
osiam,ozias
horam,horam
gisteren,gisteren
o,en
buz,buz
verkreech,verkreeg
gehoorsaemden,gehoorzaamden
schammua,schammua
versegelde,verzegelden
gemaeyde,gemaaide
broosch,broos
opgeoffert,opgeofferd
enakim,enak
wascht,wast
bescheeringe,beschering
ontmoetteden,ontmoetten
kuyls,kuils
brachtse,bracht ze
toehoort,toehoort
capiteel,kapiteel
fondament,fondament
krijchsman,krijgsman
gevoeght,gevoegd
dunnen,dunnen
mengen,tegen
gelijckmen,gelijk men
standt,stand
offeren,offerden
besett,bezet
sondigdet,zondigdet
murmureerde,murmureerde
verstomt,verstomd
hongersnoodt,hongersnood
ophangen,ophangen
toequam,toekwam
soorten,hoorden
teere,tedere
vreuchde,vreugde
begeeren,begeren
tachpenes,tachpenes
eylaanden,eilanden
lantschappen,landschappen
doetter,doe er
simeath,simeath
opsoecken,opzoeken
voeret,voert
arpad,arpad
begeerlijcke,begeerlijke
loot,tot
uytbrengen,uitbrengen
kuyl,kuil
azaria,azarja
aialon,ajalon
voorneemsten,voornaamsten
mage,maag
behoeften,behoeften
prijset,prijst
overvallen,vervallen
scheurdese,scheurde ze
pelatja,pelatja
afvallende,afvallende
oprecht,oprecht
mattan,mattan
heuvelkens,heuvelen
ootmoedich,ootmoedig
droessem,droesem
versamelt,verzamel
najaget,najaagt
priesterdom,priesterdom
bewimpelen,bewimpelen
hyse,here
opgetogen,opgetogen
namelijck,namelijk
terwijlen,terwijl
twistich,twistig
simsons,simson
aenneminge,aanneming
ledigen,ledigen
schrijvers,schrijvers
iekamam,jekameam
ghetrouw,getrouw
liegende,liegende
achterklapper,achterklapper
vertrecke,vertrek
clappachtig,klapachtig
geklommem,geklommen
geneest,genees
touw,touw
quale,kwale
schuddende,schuddende
wieroockvaten,wierookvaten
seres,peres
iesibja,jesibja
murmureringen,murmureringen
achterlagen,achterlagen
gewint,gewint
oreb,heb
heled,heled
vijfder,vijfde
verbrengen,overbrengen
mans,van
liten,zaten
voorhoofden,voorhoofden
thisbe,thisbe
tafel,tafel
doorsoecken,doorzoeken
overtuyght,overtuigt
voldoet,voldoet
veelverwigen,veelvervigen
athenobius,athenobius
verquisten,verkwisten
herder,herder
mizpa,mizpa
woonachtig,woonachtig
verdervens,verdervens
molensteen,molenstenen
suygen,zuigen
timonem,timon
opgerecht,opgericht
sleeden,sleden
matthithja,mattithja
verbont,verbond
loten,lot
handschrift,handschrift
spoor,spoor
schand,schande
krantsen,kransen
versware,verzware
onderscheydingen,onderscheidingen
hasabia,hasabja
palleys,paleis
overleyden,overlegden
keerden,keerden
antiochi,antiochus
schoerieme,schoenriem
harad,harad
isvi,isvi
deurwaerster,deurwaarster
gener,geven
gekreghen,gekregen
kussen,kussen
gheschieden,geschieden
vertellen,vertellen
werelt,wereld
gesprinkelde,gesprenkelde
behagelijck,behagelijk
blancketsel,blanketsel
rufi,rufus
aenlachte,aanlachte
zohar,zohar
thyatiren,thyatire
hongerich,hongerig
pijpe,pijp
nakomen,nakomen
begeerte,begeerte
loerde,loerde
versoenen,verzoenen
pharmastha,parmastha
grootste,grootste
noorde,noorden
hase,haas
vult,vul
geschieden,geschieden
croonen,tronen
berouw,berouw
roemen,roemen
voorspitse,voorspitse
afgewentelt,afgewenteld
hanan,hanan
